lead_id,created_date,channel,campaign,company_segment,industry,employee_count,lead_score,first_response_hours,mql_date,sql_date,opportunity_date,customer_date,expected_arr,status
L00251,2025-09-20,Organic Search,Campaign 2,Enterprise,SaaS,150,39,19,,,,,0,Lead
L00252,2025-11-24,Organic Search,Campaign 2,Enterprise,SaaS,150,91,21,2025-11-30,,,,0,MQL
L00253,2025-11-24,Paid Social,Campaign 0,Enterprise,SaaS,150,22,55,2025-11-29,,,,0,MQL
L00254,2025-02-17,Webinar,Campaign 3,SMB,SaaS,150,80,20,2025-02-18,2025-02-28,2025-03-19,,48800,Opportunity
L00255,2025-04-01,Paid Search,Campaign 1,Mid-Market,SaaS,150,40,28,2025-04-04,2025-04-14,,,0,SQL
L00256,2025-09-29,Paid Search,Campaign 1,Mid-Market,SaaS,150,61,14,2025-10-04,2025-10-20,2025-10-29,,10200,Opportunity
L00257,2026-05-14,Paid Search,Campaign 1,SMB,SaaS,150,97,24,,,,,0,Lead
L00258,2026-03-29,Paid Social,Campaign 0,SMB,SaaS,150,64,36,,,,,0,Lead
L00259,2026-03-22,Paid Search,Campaign 1,Enterprise,SaaS,150,72,12,,,,,0,Lead
L00260,2025-02-04,Partner,Campaign 4,SMB,SaaS,150,81,22,2025-02-05,2025-02-15,2025-02-22,,74200,Opportunity
L00261,2025-10-13,Webinar,Campaign 3,SMB,SaaS,150,85,34,2025-10-16,,,,0,MQL
L00262,2025-07-22,Paid Social,Campaign 0,Mid-Market,SaaS,150,74,24,2025-07-30,2025-08-01,2025-08-06,2025-09-24,78300,Customer
L00263,2025-02-21,Partner,Campaign 4,SMB,SaaS,150,85,17,,,,,0,Lead
L00264,2025-09-22,Paid Search,Campaign 1,SMB,SaaS,150,41,26,,,,,0,Lead
L00265,2026-04-27,Paid Search,Campaign 1,SMB,SaaS,150,94,17,2026-05-06,2026-05-10,,,0,SQL
L00266,2025-07-24,Paid Search,Campaign 1,Enterprise,SaaS,150,92,11,,,,,0,Lead
L00267,2025-01-24,Webinar,Campaign 3,Mid-Market,SaaS,150,47,28,2025-01-28,,,,0,MQL
L00268,2025-11-28,Paid Social,Campaign 0,Enterprise,SaaS,150,56,39,,,,,0,Lead
L00269,2025-04-12,Webinar,Campaign 3,Enterprise,SaaS,150,88,29,2025-04-13,,,,0,MQL
L00270,2025-01-28,Paid Social,Campaign 0,Enterprise,SaaS,150,70,52,,,,,0,Lead
L00271,2026-02-07,Paid Search,Campaign 1,SMB,SaaS,150,81,22,2026-02-15,,,,0,MQL
L00272,2025-07-19,Organic Search,Campaign 2,Enterprise,SaaS,150,27,24,,,,,0,Lead
L00273,2026-05-16,Webinar,Campaign 3,Enterprise,SaaS,150,70,22,2026-05-23,2026-05-27,2026-06-22,,25000,Opportunity
L00274,2025-11-05,Organic Search,Campaign 2,Enterprise,SaaS,150,41,14,,,,,0,Lead
L00275,2025-12-30,Paid Search,Campaign 1,Enterprise,SaaS,150,20,10,2026-01-05,,,,0,MQL
L00276,2025-02-08,Paid Social,Campaign 0,SMB,SaaS,150,61,27,,,,,0,Lead
L00277,2025-07-02,Paid Search,Campaign 1,Enterprise,SaaS,150,64,19,2025-07-04,,,,0,MQL
L00278,2025-03-13,Webinar,Campaign 3,Mid-Market,SaaS,150,84,14,,,,,0,Lead
L00279,2026-03-25,Paid Search,Campaign 1,SMB,SaaS,150,53,17,2026-03-31,2026-04-06,2026-05-04,,71600,Opportunity
L00280,2025-12-02,Paid Search,Campaign 1,Mid-Market,SaaS,150,44,23,2025-12-09,,,,0,MQL
L00281,2026-01-22,Paid Social,Campaign 0,Enterprise,SaaS,150,92,61,,,,,0,Lead
L00282,2025-08-22,Email Nurture,Campaign 5,Enterprise,SaaS,150,41,22,2025-08-24,,,,0,MQL
L00283,2025-11-02,Email Nurture,Campaign 5,SMB,SaaS,150,60,35,2025-11-04,2025-11-11,,,0,SQL
L00284,2026-02-20,Paid Search,Campaign 1,Enterprise,SaaS,150,55,23,2026-02-21,2026-03-02,2026-03-12,,53300,Opportunity
L00285,2026-02-23,Email Nurture,Campaign 5,Enterprise,SaaS,150,80,22,2026-02-25,,,,0,MQL
L00286,2025-02-10,Paid Social,Campaign 0,Mid-Market,SaaS,150,45,47,2025-02-14,,,,0,MQL
L00287,2026-04-13,Paid Search,Campaign 1,Enterprise,SaaS,150,70,22,2026-04-17,,,,0,MQL
L00288,2025-04-15,Organic Search,Campaign 2,Mid-Market,SaaS,150,33,9,2025-04-23,,,,0,MQL
L00289,2025-01-05,Webinar,Campaign 3,Enterprise,SaaS,150,93,30,2025-01-10,,,,0,MQL
L00290,2026-05-05,Organic Search,Campaign 2,Enterprise,SaaS,150,66,13,,,,,0,Lead
L00291,2025-06-22,Paid Search,Campaign 1,Enterprise,SaaS,150,53,27,,,,,0,Lead
L00292,2025-10-30,Webinar,Campaign 3,Enterprise,SaaS,150,56,22,,,,,0,Lead
L00293,2025-11-03,Partner,Campaign 4,Enterprise,SaaS,150,40,11,2025-11-09,,,,0,MQL
L00294,2025-04-06,Paid Social,Campaign 0,SMB,SaaS,150,50,26,,,,,0,Lead
L00295,2025-04-15,Email Nurture,Campaign 5,Mid-Market,SaaS,150,44,21,2025-04-18,2025-04-21,2025-05-15,,71800,Opportunity
L00296,2025-05-11,Organic Search,Campaign 2,SMB,SaaS,150,36,21,2025-05-15,,,,0,MQL
L00297,2026-04-06,Paid Social,Campaign 0,Enterprise,SaaS,150,29,31,2026-04-13,,,,0,MQL
L00298,2025-03-31,Partner,Campaign 4,Enterprise,SaaS,150,95,14,2025-04-05,2025-04-18,2025-05-16,,8700,Opportunity
L00299,2026-06-04,Organic Search,Campaign 2,Mid-Market,SaaS,150,65,18,,,,,0,Lead
L00300,2025-06-22,Organic Search,Campaign 2,SMB,SaaS,150,85,16,,,,,0,Lead
L00301,2025-01-24,Paid Search,Campaign 1,Enterprise,SaaS,150,39,23,2025-01-29,2025-02-14,2025-02-21,,9300,Opportunity
L00302,2025-04-07,Organic Search,Campaign 2,SMB,SaaS,150,51,19,2025-04-14,2025-04-16,,,0,SQL
L00303,2025-10-27,Organic Search,Campaign 2,Enterprise,SaaS,150,29,15,,,,,0,Lead
L00304,2025-10-25,Email Nurture,Campaign 5,SMB,SaaS,150,87,16,,,,,0,Lead
L00305,2025-02-08,Organic Search,Campaign 2,SMB,SaaS,150,35,11,2025-02-17,2025-02-23,2025-02-27,,78500,Opportunity
L00306,2025-04-05,Organic Search,Campaign 2,Enterprise,SaaS,150,68,13,,,,,0,Lead
L00307,2025-10-22,Partner,Campaign 4,Mid-Market,SaaS,150,27,18,,,,,0,Lead
L00308,2025-02-24,Organic Search,Campaign 2,Enterprise,SaaS,150,62,23,,,,,0,Lead
L00309,2025-10-18,Webinar,Campaign 3,Mid-Market,SaaS,150,74,17,,,,,0,Lead
L00310,2025-06-27,Paid Social,Campaign 0,SMB,SaaS,150,90,50,2025-07-07,,,,0,MQL
L00311,2025-06-29,Email Nurture,Campaign 5,Mid-Market,SaaS,150,86,32,2025-07-05,,,,0,MQL
L00312,2025-06-10,Paid Search,Campaign 1,Mid-Market,SaaS,150,45,17,2025-06-16,2025-06-27,2025-07-24,,15800,Opportunity
L00313,2026-05-20,Partner,Campaign 4,Enterprise,SaaS,150,82,19,2026-05-28,,,,0,MQL
L00314,2025-04-21,Paid Social,Campaign 0,SMB,SaaS,150,92,54,,,,,0,Lead
L00315,2025-01-18,Paid Social,Campaign 0,SMB,SaaS,150,47,23,,,,,0,Lead
L00316,2025-01-29,Email Nurture,Campaign 5,SMB,SaaS,150,93,25,2025-02-06,2025-02-19,2025-03-20,,59700,Opportunity
L00317,2025-11-14,Paid Search,Campaign 1,SMB,SaaS,150,55,15,2025-11-19,,,,0,MQL
L00318,2026-04-12,Organic Search,Campaign 2,Mid-Market,SaaS,150,26,17,,,,,0,Lead
L00319,2025-02-23,Email Nurture,Campaign 5,Enterprise,SaaS,150,54,17,,,,,0,Lead
L00320,2025-10-17,Organic Search,Campaign 2,Enterprise,SaaS,150,82,18,2025-10-23,2025-10-27,2025-11-19,,64500,Opportunity
L00321,2025-12-11,Email Nurture,Campaign 5,Enterprise,SaaS,150,83,18,2025-12-17,,,,0,MQL
L00322,2026-03-13,Organic Search,Campaign 2,Enterprise,SaaS,150,75,11,,,,,0,Lead
L00323,2025-04-29,Webinar,Campaign 3,SMB,SaaS,150,75,18,2025-05-05,,,,0,MQL
L00324,2025-11-18,Organic Search,Campaign 2,Enterprise,SaaS,150,71,10,,,,,0,Lead
L00325,2025-06-09,Paid Social,Campaign 0,Enterprise,SaaS,150,79,22,,,,,0,Lead
L00326,2025-11-21,Organic Search,Campaign 2,Enterprise,SaaS,150,46,13,,,,,0,Lead
L00327,2026-05-16,Webinar,Campaign 3,Enterprise,SaaS,150,30,33,2026-05-24,,,,0,MQL
L00328,2025-10-15,Paid Search,Campaign 1,SMB,SaaS,150,91,12,2025-10-23,2025-10-25,2025-11-19,,61600,Opportunity
L00329,2026-02-16,Paid Search,Campaign 1,Mid-Market,SaaS,150,32,18,2026-02-22,,,,0,MQL
L00330,2025-07-21,Paid Search,Campaign 1,Mid-Market,SaaS,150,79,26,,,,,0,Lead
L00331,2026-04-12,Email Nurture,Campaign 5,Enterprise,SaaS,150,49,34,2026-04-22,,,,0,MQL
L00332,2026-03-15,Organic Search,Campaign 2,SMB,SaaS,150,49,18,,,,,0,Lead
L00333,2025-01-03,Paid Search,Campaign 1,Mid-Market,SaaS,150,36,15,,,,,0,Lead
L00334,2026-01-23,Webinar,Campaign 3,Mid-Market,SaaS,150,53,31,2026-01-25,,,,0,MQL
L00335,2025-06-30,Organic Search,Campaign 2,SMB,SaaS,150,33,24,2025-07-05,2025-07-20,2025-08-06,2025-08-20,82500,Customer
L00336,2025-02-03,Paid Social,Campaign 0,Enterprise,SaaS,150,43,61,,,,,0,Lead
L00337,2026-01-01,Paid Social,Campaign 0,Mid-Market,SaaS,150,79,47,2026-01-02,,,,0,MQL
L00338,2025-04-29,Webinar,Campaign 3,SMB,SaaS,150,32,25,,,,,0,Lead
L00339,2025-04-06,Paid Social,Campaign 0,Enterprise,SaaS,150,36,50,,,,,0,Lead
L00340,2025-01-06,Paid Social,Campaign 0,Mid-Market,SaaS,150,30,53,,,,,0,Lead
L00341,2026-01-03,Paid Social,Campaign 0,Enterprise,SaaS,150,42,33,2026-01-04,2026-01-17,2026-01-28,,76300,Opportunity
L00342,2025-07-21,Partner,Campaign 4,Enterprise,SaaS,150,77,9,,,,,0,Lead
L00343,2026-06-04,Paid Social,Campaign 0,SMB,SaaS,150,57,36,,,,,0,Lead
L00344,2025-12-30,Paid Social,Campaign 0,Mid-Market,SaaS,150,26,44,2026-01-06,,,,0,MQL
L00345,2025-03-29,Paid Search,Campaign 1,Enterprise,SaaS,150,77,13,2025-04-07,2025-04-10,2025-04-22,,30900,Opportunity
L00346,2025-12-22,Organic Search,Campaign 2,Enterprise,SaaS,150,21,21,2025-12-30,,,,0,MQL
L00347,2025-04-03,Webinar,Campaign 3,SMB,SaaS,150,70,40,2025-04-10,,,,0,MQL
L00348,2025-06-03,Paid Social,Campaign 0,Mid-Market,SaaS,150,58,44,,,,,0,Lead
L00349,2025-10-04,Partner,Campaign 4,SMB,SaaS,150,93,16,2025-10-10,,,,0,MQL
L00350,2025-11-11,Email Nurture,Campaign 5,SMB,SaaS,150,30,13,2025-11-20,,,,0,MQL
L00351,2025-07-08,Paid Search,Campaign 1,SMB,SaaS,150,42,16,2025-07-10,,,,0,MQL
L00352,2025-07-18,Paid Social,Campaign 0,SMB,SaaS,150,93,27,,,,,0,Lead
L00353,2025-04-29,Paid Social,Campaign 0,SMB,SaaS,150,22,37,,,,,0,Lead
L00354,2025-04-04,Paid Search,Campaign 1,SMB,SaaS,150,65,24,2025-04-14,2025-04-22,,,0,SQL
L00355,2025-01-26,Paid Social,Campaign 0,Enterprise,SaaS,150,33,28,,,,,0,Lead
L00356,2025-05-15,Organic Search,Campaign 2,Mid-Market,SaaS,150,42,10,2025-05-17,,,,0,MQL
L00357,2025-11-30,Organic Search,Campaign 2,Enterprise,SaaS,150,44,23,,,,,0,Lead
L00358,2025-03-15,Webinar,Campaign 3,SMB,SaaS,150,78,14,2025-03-22,2025-03-26,2025-04-03,,55000,Opportunity
L00359,2025-08-30,Organic Search,Campaign 2,Enterprise,SaaS,150,51,9,2025-09-09,,,,0,MQL
L00360,2025-12-18,Organic Search,Campaign 2,SMB,SaaS,150,47,14,,,,,0,Lead
L00361,2025-12-22,Paid Social,Campaign 0,Mid-Market,SaaS,150,80,55,,,,,0,Lead
L00362,2025-02-09,Paid Search,Campaign 1,Mid-Market,SaaS,150,67,18,,,,,0,Lead
L00363,2025-09-25,Webinar,Campaign 3,Mid-Market,SaaS,150,50,30,2025-09-30,2025-10-06,2025-10-19,,32500,Opportunity
L00364,2026-04-05,Paid Search,Campaign 1,SMB,SaaS,150,31,22,2026-04-14,,,,0,MQL
L00365,2025-07-13,Paid Search,Campaign 1,Mid-Market,SaaS,150,33,13,,,,,0,Lead
L00366,2025-10-04,Paid Social,Campaign 0,Enterprise,SaaS,150,75,45,,,,,0,Lead
L00367,2025-03-29,Paid Social,Campaign 0,Mid-Market,SaaS,150,59,48,,,,,0,Lead
L00368,2025-01-22,Paid Search,Campaign 1,Enterprise,SaaS,150,74,23,2025-01-25,,,,0,MQL
L00369,2025-10-13,Email Nurture,Campaign 5,SMB,SaaS,150,79,16,2025-10-18,2025-10-20,2025-10-24,,14700,Opportunity
L00370,2025-11-18,Email Nurture,Campaign 5,SMB,SaaS,150,54,18,2025-11-28,,,,0,MQL
L00371,2025-12-19,Paid Search,Campaign 1,Enterprise,SaaS,150,49,12,2025-12-22,,,,0,MQL
L00372,2026-03-22,Paid Search,Campaign 1,Mid-Market,SaaS,150,38,23,2026-03-31,,,,0,MQL
L00373,2025-10-09,Paid Social,Campaign 0,SMB,SaaS,150,82,47,2025-10-15,,,,0,MQL
L00374,2025-02-23,Webinar,Campaign 3,Mid-Market,SaaS,150,27,23,,,,,0,Lead
L00375,2026-01-18,Webinar,Campaign 3,Mid-Market,SaaS,150,50,42,,,,,0,Lead
L00376,2026-03-17,Partner,Campaign 4,Enterprise,SaaS,150,82,23,2026-03-22,2026-03-31,2026-04-18,,77100,Opportunity
L00377,2025-08-14,Paid Social,Campaign 0,Enterprise,SaaS,150,24,43,2025-08-19,,,,0,MQL
L00378,2025-04-26,Organic Search,Campaign 2,Mid-Market,SaaS,150,83,9,2025-04-28,,,,0,MQL
L00379,2025-03-13,Email Nurture,Campaign 5,Enterprise,SaaS,150,88,32,2025-03-14,2025-03-28,2025-04-09,2025-05-15,13600,Customer
L00380,2025-11-11,Paid Social,Campaign 0,Enterprise,SaaS,150,75,32,,,,,0,Lead
L00381,2026-02-17,Paid Search,Campaign 1,Mid-Market,SaaS,150,44,25,2026-02-18,,,,0,MQL
L00382,2025-09-19,Partner,Campaign 4,Mid-Market,SaaS,150,92,23,,,,,0,Lead
L00383,2025-01-13,Paid Social,Campaign 0,Mid-Market,SaaS,150,59,54,,,,,0,Lead
L00384,2025-10-13,Paid Social,Campaign 0,Enterprise,SaaS,150,38,42,2025-10-16,,,,0,MQL
L00385,2025-05-27,Paid Social,Campaign 0,Enterprise,SaaS,150,67,50,2025-06-05,,,,0,MQL
L00386,2026-06-29,Webinar,Campaign 3,Mid-Market,SaaS,150,54,33,2026-07-02,2026-07-07,,,0,SQL
L00387,2026-05-29,Paid Social,Campaign 0,SMB,SaaS,150,88,23,,,,,0,Lead
L00388,2026-05-11,Paid Search,Campaign 1,Mid-Market,SaaS,150,39,22,,,,,0,Lead
L00389,2026-01-01,Webinar,Campaign 3,Mid-Market,SaaS,150,45,40,,,,,0,Lead
L00390,2025-02-28,Organic Search,Campaign 2,Enterprise,SaaS,150,52,25,,,,,0,Lead
L00391,2026-05-27,Webinar,Campaign 3,SMB,SaaS,150,36,30,2026-06-04,,,,0,MQL
L00392,2026-03-14,Email Nurture,Campaign 5,SMB,SaaS,150,60,15,2026-03-17,,,,0,MQL
L00393,2025-01-28,Email Nurture,Campaign 5,Enterprise,SaaS,150,54,21,2025-02-07,2025-02-09,2025-02-22,,9000,Opportunity
L00394,2025-09-06,Paid Search,Campaign 1,Enterprise,SaaS,150,84,21,,,,,0,Lead
L00395,2025-01-21,Email Nurture,Campaign 5,SMB,SaaS,150,93,26,2025-01-23,,,,0,MQL
L00396,2025-02-14,Paid Search,Campaign 1,SMB,SaaS,150,70,10,2025-02-24,,,,0,MQL
L00397,2025-06-09,Paid Social,Campaign 0,Enterprise,SaaS,150,24,51,,,,,0,Lead
L00398,2025-07-18,Email Nurture,Campaign 5,Enterprise,SaaS,150,23,28,,,,,0,Lead
L00399,2026-01-20,Organic Search,Campaign 2,Mid-Market,SaaS,150,24,27,2026-01-27,,,,0,MQL
L00400,2025-04-07,Webinar,Campaign 3,SMB,SaaS,150,66,40,,,,,0,Lead
L00401,2025-07-25,Organic Search,Campaign 2,SMB,SaaS,150,34,25,2025-08-04,,,,0,MQL
L00402,2025-08-10,Paid Social,Campaign 0,Mid-Market,SaaS,150,26,61,,,,,0,Lead
L00403,2025-01-23,Paid Social,Campaign 0,Enterprise,SaaS,150,42,36,,,,,0,Lead
L00404,2025-05-28,Paid Social,Campaign 0,Enterprise,SaaS,150,96,21,2025-06-04,2025-06-19,2025-06-24,,10100,Opportunity
L00405,2025-06-04,Email Nurture,Campaign 5,Mid-Market,SaaS,150,70,30,,,,,0,Lead
L00406,2025-07-28,Paid Social,Campaign 0,SMB,SaaS,150,81,38,,,,,0,Lead
L00407,2026-02-25,Webinar,Campaign 3,Mid-Market,SaaS,150,86,26,,,,,0,Lead
L00408,2026-02-11,Paid Social,Campaign 0,Mid-Market,SaaS,150,92,50,2026-02-14,,,,0,MQL
L00409,2025-11-08,Paid Social,Campaign 0,SMB,SaaS,150,70,38,2025-11-15,2025-11-29,,,0,SQL
L00410,2026-05-03,Webinar,Campaign 3,Enterprise,SaaS,150,31,30,,,,,0,Lead
L00411,2025-03-24,Email Nurture,Campaign 5,SMB,SaaS,150,62,29,2025-03-26,,,,0,MQL
L00412,2025-11-10,Email Nurture,Campaign 5,SMB,SaaS,150,56,30,,,,,0,Lead
L00413,2026-04-16,Paid Search,Campaign 1,Mid-Market,SaaS,150,27,23,,,,,0,Lead
L00414,2025-09-14,Organic Search,Campaign 2,Mid-Market,SaaS,150,96,18,2025-09-24,2025-09-27,2025-10-16,2025-10-31,24600,Customer
L00415,2025-06-29,Paid Social,Campaign 0,SMB,SaaS,150,61,61,2025-07-07,,,,0,MQL
L00416,2025-02-01,Paid Search,Campaign 1,Mid-Market,SaaS,150,97,19,2025-02-04,,,,0,MQL
L00417,2025-02-16,Paid Social,Campaign 0,Mid-Market,SaaS,150,75,44,,,,,0,Lead
L00418,2025-01-25,Paid Search,Campaign 1,Mid-Market,SaaS,150,55,19,2025-01-31,,,,0,MQL
L00419,2025-07-02,Webinar,Campaign 3,SMB,SaaS,150,20,14,2025-07-06,,,,0,MQL
L00420,2026-06-25,Email Nurture,Campaign 5,Enterprise,SaaS,150,34,31,,,,,0,Lead
L00421,2025-11-23,Organic Search,Campaign 2,Enterprise,SaaS,150,25,14,2025-12-02,2025-12-13,2026-01-08,,62600,Opportunity
L00422,2025-12-21,Email Nurture,Campaign 5,SMB,SaaS,150,49,18,,,,,0,Lead
L00423,2025-05-18,Paid Search,Campaign 1,Mid-Market,SaaS,150,76,24,,,,,0,Lead
L00424,2026-06-06,Paid Social,Campaign 0,Enterprise,SaaS,150,30,37,2026-06-16,,,,0,MQL
L00425,2025-02-08,Paid Social,Campaign 0,SMB,SaaS,150,90,42,,,,,0,Lead
L00426,2025-09-18,Webinar,Campaign 3,Enterprise,SaaS,150,60,28,,,,,0,Lead
L00427,2026-02-23,Paid Social,Campaign 0,SMB,SaaS,150,66,59,,,,,0,Lead
L00428,2026-01-28,Paid Search,Campaign 1,Enterprise,SaaS,150,55,16,,,,,0,Lead
L00429,2025-05-26,Organic Search,Campaign 2,SMB,SaaS,150,74,17,2025-06-01,,,,0,MQL
L00430,2025-05-26,Paid Social,Campaign 0,SMB,SaaS,150,77,51,2025-05-30,,,,0,MQL
L00431,2025-08-27,Webinar,Campaign 3,Enterprise,SaaS,150,63,17,2025-08-29,,,,0,MQL
L00432,2025-07-13,Organic Search,Campaign 2,SMB,SaaS,150,55,13,,,,,0,Lead
L00433,2025-04-25,Paid Social,Campaign 0,Enterprise,SaaS,150,43,23,,,,,0,Lead
L00434,2025-02-09,Organic Search,Campaign 2,Mid-Market,SaaS,150,68,21,,,,,0,Lead
L00435,2025-11-03,Paid Social,Campaign 0,Mid-Market,SaaS,150,67,34,2025-11-06,2025-11-17,2025-11-28,,36400,Opportunity
L00436,2025-09-16,Paid Social,Campaign 0,Enterprise,SaaS,150,88,44,,,,,0,Lead
L00437,2025-02-20,Paid Social,Campaign 0,Enterprise,SaaS,150,58,29,,,,,0,Lead
L00438,2026-06-06,Paid Social,Campaign 0,Mid-Market,SaaS,150,90,45,2026-06-16,,,,0,MQL
L00439,2025-05-18,Paid Search,Campaign 1,Enterprise,SaaS,150,67,23,2025-05-24,,,,0,MQL
L00440,2026-01-22,Partner,Campaign 4,Mid-Market,SaaS,150,29,13,2026-01-23,2026-02-04,2026-03-06,,12300,Opportunity
L00441,2026-04-05,Paid Social,Campaign 0,Enterprise,SaaS,150,79,23,,,,,0,Lead
L00442,2025-02-09,Paid Social,Campaign 0,SMB,SaaS,150,33,41,,,,,0,Lead
L00443,2025-02-01,Webinar,Campaign 3,SMB,SaaS,150,31,29,2025-02-03,,,,0,MQL
L00444,2026-04-12,Organic Search,Campaign 2,Mid-Market,SaaS,150,61,9,,,,,0,Lead
L00445,2026-02-28,Paid Search,Campaign 1,Enterprise,SaaS,150,25,29,2026-03-03,,,,0,MQL
L00446,2026-04-10,Paid Social,Campaign 0,Enterprise,SaaS,150,98,54,,,,,0,Lead
L00447,2025-09-13,Partner,Campaign 4,Mid-Market,SaaS,150,38,13,,,,,0,Lead
L00448,2025-01-27,Paid Search,Campaign 1,Mid-Market,SaaS,150,73,24,,,,,0,Lead
L00449,2025-04-26,Organic Search,Campaign 2,SMB,SaaS,150,32,24,,,,,0,Lead
L00450,2025-12-12,Organic Search,Campaign 2,Enterprise,SaaS,150,39,18,2025-12-15,,,,0,MQL
L00451,2025-06-22,Webinar,Campaign 3,SMB,SaaS,150,40,31,,,,,0,Lead
L00452,2025-02-02,Paid Search,Campaign 1,Enterprise,SaaS,150,44,14,2025-02-03,,,,0,MQL
L00453,2025-08-07,Paid Social,Campaign 0,Enterprise,SaaS,150,72,40,,,,,0,Lead
L00454,2026-04-03,Paid Social,Campaign 0,Enterprise,SaaS,150,83,32,,,,,0,Lead
L00455,2025-09-08,Partner,Campaign 4,Enterprise,SaaS,150,85,10,,,,,0,Lead
L00456,2025-10-13,Email Nurture,Campaign 5,Mid-Market,SaaS,150,20,25,,,,,0,Lead
L00457,2025-11-15,Paid Social,Campaign 0,Enterprise,SaaS,150,69,41,,,,,0,Lead
L00458,2025-06-15,Partner,Campaign 4,Mid-Market,SaaS,150,89,18,2025-06-22,,,,0,MQL
L00459,2025-09-19,Paid Social,Campaign 0,Mid-Market,SaaS,150,96,25,2025-09-20,,,,0,MQL
L00460,2025-09-26,Paid Social,Campaign 0,Enterprise,SaaS,150,68,23,,,,,0,Lead
L00461,2025-12-27,Organic Search,Campaign 2,Enterprise,SaaS,150,34,26,2025-12-28,,,,0,MQL
L00462,2025-03-26,Paid Social,Campaign 0,SMB,SaaS,150,55,40,,,,,0,Lead
L00463,2025-12-19,Email Nurture,Campaign 5,Enterprise,SaaS,150,65,17,2025-12-21,2025-12-23,2026-01-02,,66400,Opportunity
L00464,2025-06-18,Email Nurture,Campaign 5,SMB,SaaS,150,53,36,,,,,0,Lead
L00465,2025-02-25,Webinar,Campaign 3,SMB,SaaS,150,98,21,2025-02-26,,,,0,MQL
L00466,2026-03-08,Webinar,Campaign 3,Enterprise,SaaS,150,63,28,2026-03-11,2026-03-18,2026-04-01,,52200,Opportunity
L00467,2025-04-17,Paid Social,Campaign 0,SMB,SaaS,150,60,57,,,,,0,Lead
L00468,2025-02-11,Partner,Campaign 4,Mid-Market,SaaS,150,57,20,2025-02-20,2025-03-01,2025-03-09,,9500,Opportunity
L00469,2025-04-04,Paid Social,Campaign 0,Enterprise,SaaS,150,78,39,,,,,0,Lead
L00470,2026-02-07,Paid Social,Campaign 0,Mid-Market,SaaS,150,97,23,,,,,0,Lead
L00471,2026-04-08,Paid Search,Campaign 1,Enterprise,SaaS,150,46,19,2026-04-16,2026-04-29,2026-05-03,,80100,Opportunity
L00472,2025-04-25,Partner,Campaign 4,Mid-Market,SaaS,150,47,15,2025-04-26,2025-05-03,2025-05-10,2025-06-04,70700,Customer
L00473,2025-07-16,Organic Search,Campaign 2,Enterprise,SaaS,150,72,19,,,,,0,Lead
L00474,2025-07-23,Organic Search,Campaign 2,Mid-Market,SaaS,150,49,12,,,,,0,Lead
L00475,2025-11-01,Paid Search,Campaign 1,Mid-Market,SaaS,150,61,11,,,,,0,Lead
L00476,2025-03-29,Organic Search,Campaign 2,Mid-Market,SaaS,150,82,20,2025-04-02,,,,0,MQL
L00477,2026-01-23,Webinar,Campaign 3,Enterprise,SaaS,150,36,21,2026-01-27,2026-02-08,,,0,SQL
L00478,2025-01-28,Paid Search,Campaign 1,Mid-Market,SaaS,150,65,16,2025-02-07,,,,0,MQL
L00479,2026-01-20,Paid Search,Campaign 1,SMB,SaaS,150,61,18,2026-01-21,,,,0,MQL
L00480,2025-02-14,Paid Social,Campaign 0,Enterprise,SaaS,150,93,31,2025-02-19,,,,0,MQL
L00481,2026-02-19,Paid Social,Campaign 0,SMB,SaaS,150,66,28,2026-02-25,,,,0,MQL
L00482,2025-05-04,Partner,Campaign 4,Enterprise,SaaS,150,80,8,,,,,0,Lead
L00483,2025-01-15,Paid Search,Campaign 1,Mid-Market,SaaS,150,34,16,2025-01-17,,,,0,MQL
L00484,2026-03-12,Organic Search,Campaign 2,Mid-Market,SaaS,150,98,26,2026-03-21,,,,0,MQL
L00485,2025-05-14,Paid Search,Campaign 1,Enterprise,SaaS,150,22,18,,,,,0,Lead
L00486,2025-08-15,Webinar,Campaign 3,Mid-Market,SaaS,150,46,24,,,,,0,Lead
L00487,2025-11-17,Partner,Campaign 4,Mid-Market,SaaS,150,42,10,2025-11-21,,,,0,MQL
L00488,2025-04-04,Webinar,Campaign 3,SMB,SaaS,150,29,17,,,,,0,Lead
L00489,2026-02-20,Paid Social,Campaign 0,SMB,SaaS,150,49,58,,,,,0,Lead
L00490,2025-02-16,Organic Search,Campaign 2,SMB,SaaS,150,72,17,2025-02-24,,,,0,MQL
L00491,2025-09-06,Paid Social,Campaign 0,Mid-Market,SaaS,150,88,26,,,,,0,Lead
L00492,2025-12-01,Webinar,Campaign 3,Enterprise,SaaS,150,86,23,,,,,0,Lead
L00493,2026-03-19,Paid Social,Campaign 0,Mid-Market,SaaS,150,20,60,2026-03-29,,,,0,MQL
L00494,2025-04-27,Organic Search,Campaign 2,Mid-Market,SaaS,150,27,19,2025-05-01,2025-05-04,2025-06-02,,57400,Opportunity
L00495,2026-02-18,Paid Social,Campaign 0,SMB,SaaS,150,21,45,,,,,0,Lead
L00496,2026-01-14,Paid Social,Campaign 0,Enterprise,SaaS,150,82,51,2026-01-16,,,,0,MQL
L00497,2025-02-08,Webinar,Campaign 3,Enterprise,SaaS,150,78,33,2025-02-12,,,,0,MQL
L00498,2026-06-18,Paid Search,Campaign 1,Enterprise,SaaS,150,98,29,,,,,0,Lead
